Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-10-13,21.78852944258204,21.85839615888894,21.239575039834754,21.409252166748047,13585500,0.0,0
2021-10-14,21.978169089458568,22.83653405396289,21.888339910051975,22.397371292114258,23503000,0.0,0
2021-10-15,22.457255464281943,22.836532718928535,22.05801574788418,22.067996978759766,18368200,0.0,0
2021-10-18,20.940142701621127,21.818471984079622,20.421130116870664,21.808490753173828,35790700,0.0,0
2021-10-19,21.76856583815721,22.087957612368342,21.279496945930767,22.058015823364258,19029100,0.0,0
2021-10-20,21.828454273363487,22.816573336245547,21.65877714718827,22.41733169555664,21420000,0.0,0
2021-10-21,21.92826278315151,22.656877444912116,21.76856688834171,22.16780662536621,21018300,0.0,0
2021-10-22,22.287580085223695,22.936344912937763,21.778548693216425,22.83653450012207,26744400,0.0,0
2021-10-25,23.255735058322873,24.742906105769297,23.15592655632525,24.553266525268555,29608300,0.0,0
2021-10-26,24.453456187794693,24.952506314076217,23.694899767399757,24.293760299682617,24451500,0.0,0
2021-10-27,23.704881123595214,24.193950021487634,23.195849763652046,23.275697708129883,19646500,0.0,0
2021-10-28,23.525224234317907,23.654978341984837,22.9463261249527,23.33558464050293,22267500,0.0,0
2021-10-29,26.210114435195244,26.948708438012254,25.71106427893576,26.339866638183594,70024800,0.0,0
2021-11-01,26.808974789249508,26.858879042986615,25.44157653438483,25.621234893798828,27978200,0.0,0
2021-11-02,25.271897983717196,25.990531380915883,24.772847859540395,25.81087303161621,24352600,0.0,0
2021-11-03,25.810872973432698,26.399752270931867,25.541385450090676,26.319904327392578,17111600,0.0,0
2021-11-04,26.419713208737317,26.689200735952518,26.090340198938236,26.26999855041504,16168700,0.0,0
2021-11-05,26.510000228881836,26.579999923706055,25.90999984741211,26.170000076293945,15431200,0.05,0
2021-11-08,27.540000915527344,28.360000610351562,26.649999618530273,26.8799991607666,32121400,0.0,0
2021-11-09,26.6200008392334,26.729999542236328,25.770000457763672,26.110000610351562,16735200,0.0,0
2021-11-10,25.809999465942383,26.3700008392334,25.18000030517578,25.229999542236328,14979900,0.0,0
2021-11-11,25.75,26.8700008392334,25.75,26.6200008392334,17124100,0.0,0
2021-11-12,26.229999542236328,26.829999923706055,26.079999923706055,26.399999618530273,15037100,0.0,0
