2021-10-16,20.0
2021-10-19,20.0
2021-10-20,110.0
2021-10-21,20.0
2021-10-22,30.0
2021-10-25,40.0
2021-10-26,50.0
2021-10-27,20.0
2021-10-29,30.0
2021-11-01,40.0
2021-11-02,30.0
2021-11-03,40.0
2021-11-07,20.0
2021-11-11,20.0
2021-11-12,30.0
2021-11-13,30.0
