Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-10-13,30.522581862777116,30.671423722397027,29.609682726447563,29.80813980102539,782600,0.0,0
2021-10-14,30.25466438396993,30.80042037478045,30.145512807282454,30.71111488342285,749900,0.0,0
2021-10-15,30.92941651592683,31.217177186161372,30.59204063177124,30.65157699584961,986400,0.0,0
2021-10-18,30.2348173903348,30.522579941092598,30.095898582452726,30.403505325317383,1038900,0.0,0
2021-10-19,30.552350737558616,30.601964059476828,30.165359634614273,30.294357299804688,837100,0.0,0
2021-10-20,30.14551304471625,30.572194419535005,30.016517274309756,30.37373924255371,1041900,0.0,0
2021-10-21,30.135591073822578,30.14551222366858,28.805933664492464,29.302074432373047,1752300,0.0,0
2021-10-22,29.371534073024318,29.788292397097283,28.934929663846248,28.964698791503906,1301900,0.0,0
2021-10-25,29.34176533944743,29.659295134886367,29.143310163611527,29.20284652709961,1665900,0.0,0
2021-10-26,29.361610629586057,29.43107003387872,28.53801703523753,28.726551055908203,1700300,0.0,0
2021-10-27,28.577707899718636,28.776164966885833,27.704500967962055,27.734270095825195,1528500,0.0,0
2021-10-28,27.79380735005872,28.344523931109432,27.79380735005872,28.190719604492188,1262400,0.0,0
2021-10-29,27.972417953381214,28.428866566551555,27.48620021180228,27.803730010986328,1984800,0.0,0
2021-11-01,27.932726164141695,28.915084703535893,27.883112842075825,28.4884033203125,1315400,0.0,0
2021-11-02,28.35940731818686,29.401302214165717,28.270101825088453,29.272306442260742,1260600,0.0,0
2021-11-03,29.222691889359808,30.348929763242797,29.173076677158402,29.917287826538086,1147500,0.0,0
2021-11-04,30.06613081821372,30.224895718026087,28.805934662531417,29.292152404785156,1691700,0.0,0
2021-11-05,31.91177497735052,32.487300101942765,31.455326365934873,32.30868911743164,3012400,0.0,0
2021-11-08,32.794905452850884,33.13228134136744,31.45036436655436,31.48509407043457,1832400,0.0,0
2021-11-09,31.415633768631764,31.872082373854358,30.711114775537705,31.32632827758789,1356700,0.0,0
2021-11-10,31.10802776622429,31.52478610358275,30.92346257559154,31.058412551879883,1024400,0.0,0
2021-11-11,31.584322241369645,32.300747762140055,31.22710027116269,32.13999938964844,1093300,0.0,0
2021-11-12,32.38999938964844,33.279998779296875,32.244998931884766,33.15999984741211,1327800,0.25,0
