Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-10-13,45.43000030517578,46.8849983215332,45.0,46.7599983215332,1951800,0,0
2021-10-14,47.0,47.33000183105469,46.2400016784668,46.630001068115234,1404100,0,0
2021-10-15,46.70000076293945,47.08000183105469,45.13999938964844,45.29999923706055,1733500,0,0
2021-10-18,45.290000915527344,46.619998931884766,45.040000915527344,45.900001525878906,1500000,0,0
2021-10-19,46.220001220703125,47.939998626708984,45.95500183105469,47.75,1750900,0,0
2021-10-20,47.709999084472656,48.04999923706055,46.79999923706055,47.43000030517578,1464300,0,0
2021-10-21,47.02000045776367,48.290000915527344,46.900001525878906,47.47999954223633,1089500,0,0
2021-10-22,47.20000076293945,47.20000076293945,45.58000183105469,45.61000061035156,997300,0,0
2021-10-25,46.060001373291016,46.349998474121094,45.564998626708984,45.959999084472656,1142300,0,0
2021-10-26,46.25,48.33000183105469,45.529998779296875,45.560001373291016,2328800,0,0
2021-10-27,45.81999969482422,46.41999816894531,43.630001068115234,43.90999984741211,1906600,0,0
2021-10-28,44.0,45.0,43.720001220703125,44.630001068115234,1135700,0,0
2021-10-29,44.5,45.70000076293945,44.189998626708984,45.119998931884766,1460900,0,0
2021-11-01,45.36000061035156,45.5099983215332,43.779998779296875,44.65999984741211,2201900,0,0
2021-11-02,45.0,45.77000045776367,44.444000244140625,45.7599983215332,2160400,0,0
2021-11-03,45.47999954223633,49.849998474121094,45.18000030517578,49.5,4023200,0,0
2021-11-04,49.61000061035156,50.0099983215332,48.5,48.83000183105469,2280600,0,0
2021-11-05,49.16999816894531,51.31999969482422,47.75,48.310001373291016,2126100,0,0
2021-11-08,48.25,49.939998626708984,48.189998626708984,49.290000915527344,1340300,0,0
2021-11-09,50.09000015258789,53.81999969482422,48.90999984741211,50.84000015258789,5831400,0,0
2021-11-10,49.900001525878906,51.66999816894531,45.5099983215332,46.060001373291016,4857400,0,0
2021-11-11,47.54999923706055,47.68000030517578,45.75,45.81999969482422,2418500,0,0
2021-11-12,46.099998474121094,47.400001525878906,45.7599983215332,47.27000045776367,2148000,0,0
