Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-10-13,23.829999923706055,24.309999465942383,23.790000915527344,24.1299991607666,28494000,0,0
2021-10-14,24.43000030517578,24.709999084472656,24.204999923706055,24.350000381469727,26106700,0,0
2021-10-15,24.5,24.520000457763672,23.829999923706055,24.0,24275000,0,0
2021-10-18,24.0,24.389999389648438,23.920000076293945,24.260000228881836,25609900,0,0
2021-10-19,24.5,25.200000762939453,24.360000610351562,24.690000534057617,29393900,0,0
2021-10-20,24.790000915527344,24.959999084472656,24.170000076293945,24.219999313354492,24248000,0,0
2021-10-21,24.1299991607666,24.93000030517578,24.079999923706055,24.780000686645508,23976600,0,0
2021-10-22,24.489999771118164,24.850000381469727,24.25,24.43000030517578,20166800,0,0
2021-10-25,24.5,25.540000915527344,24.479999542236328,25.40999984741211,33962100,0,0
2021-10-26,25.989999771118164,26.75,25.25,25.520000457763672,56767000,0,0
2021-10-27,25.639999389648438,25.899999618530273,25.020000457763672,25.059999465942383,24157200,0,0
2021-10-28,25.299999237060547,25.795000076293945,25.1200008392334,25.639999389648438,21203000,0,0
2021-10-29,25.5,26.1200008392334,25.450000762939453,25.8799991607666,21910300,0,0
2021-11-01,26.110000610351562,26.645000457763672,25.882999420166016,26.559999465942383,26684700,0,0
2021-11-02,26.559999465942383,26.719999313354492,25.55500030517578,25.920000076293945,30794600,0,0
2021-11-03,25.889999389648438,26.235000610351562,25.170000076293945,26.1200008392334,25244200,0,0
2021-11-04,26.260000228881836,26.56999969482422,25.8700008392334,26.469999313354492,25029700,0,0
2021-11-05,26.450000762939453,26.6299991607666,25.719999313354492,26.0,25929900,0,0
2021-11-08,26.25,27.110000610351562,26.1200008392334,26.75,41359600,0,0
2021-11-09,25.899999618530273,25.979999542236328,23.950000762939453,24.25,117540200,0,0
2021-11-10,23.600000381469727,23.639999389648438,22.1200008392334,22.520000457763672,94860100,0,0
2021-11-11,23.040000915527344,23.1299991607666,22.665000915527344,22.989999771118164,43381500,0,0
2021-11-12,23.020000457763672,23.225000381469727,22.3799991607666,22.829999923706055,53440300,0,0
