Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-10-13,19.75,19.84000015258789,19.469999313354492,19.68000030517578,22900,0,0
2021-10-14,19.84000015258789,20.0,19.719999313354492,19.829999923706055,38900,0,0
2021-10-15,20.219999313354492,20.239999771118164,19.489999771118164,19.5,51300,0,0
2021-10-18,19.3700008392334,19.799999237060547,19.299999237060547,19.579999923706055,50800,0,0
2021-10-19,19.639999389648438,19.84000015258789,19.399999618530273,19.559999465942383,39800,0,0
2021-10-20,19.559999465942383,20.170000076293945,19.459999084472656,19.959999084472656,33100,0,0
2021-10-21,20.0,20.270000457763672,19.790000915527344,20.219999313354492,43700,0,0
2021-10-22,20.149999618530273,20.309999465942383,19.889999389648438,20.010000228881836,34700,0,0
2021-10-25,19.979999542236328,20.290000915527344,19.670000076293945,19.719999313354492,50100,0,0
2021-10-26,19.8799991607666,19.90999984741211,19.549999237060547,19.84000015258789,38400,0,0
2021-10-27,19.809999465942383,19.959999084472656,19.520000457763672,19.649999618530273,33300,0,0
2021-10-28,19.790000915527344,20.0,19.670000076293945,19.780000686645508,34200,0,0
2021-10-29,19.709999084472656,20.020000457763672,19.450000762939453,19.56999969482422,125400,0,0
2021-11-01,19.610000610351562,20.3799991607666,19.610000610351562,20.34000015258789,73000,0,0
2021-11-02,20.440000534057617,20.579999923706055,20.110000610351562,20.200000762939453,65600,0,0
2021-11-03,20.290000915527344,20.829999923706055,20.010000228881836,20.739999771118164,53100,0,0
2021-11-04,20.760000228881836,21.06999969482422,20.530000686645508,20.809999465942383,73300,0,0
2021-11-05,21.100000381469727,21.6200008392334,20.200000762939453,21.399999618530273,157000,0,0
2021-11-08,21.700000762939453,22.229999542236328,21.40999984741211,21.729999542236328,103700,0,0
2021-11-09,21.8700008392334,22.030000686645508,21.1299991607666,21.190000534057617,66400,0,0
2021-11-10,21.15999984741211,21.829999923706055,21.15999984741211,21.510000228881836,88000,0,0
2021-11-11,21.670000076293945,21.899999618530273,21.520000457763672,21.639999389648438,49300,0,0
2021-11-12,21.65999984741211,22.06999969482422,21.649999618530273,21.950000762939453,34900,0,0
