Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-10-13,73.87999725341797,74.83000183105469,73.3499984741211,74.0999984741211,818300,0,0
2021-10-14,75.23999786376953,76.58999633789062,74.97000122070312,76.19000244140625,714600,0,0
2021-10-15,77.33999633789062,77.33999633789062,75.30000305175781,75.75,478600,0,0
2021-10-18,75.68000030517578,76.94999694824219,75.55000305175781,76.7699966430664,1116200,0,0
2021-10-19,77.69000244140625,84.44999694824219,77.37999725341797,82.16999816894531,2494800,0,0
2021-10-20,81.77999877929688,84.62000274658203,81.69000244140625,83.75,1734500,0,0
2021-10-21,84.30999755859375,87.22000122070312,84.0,86.91999816894531,842300,0,0
2021-10-22,87.05999755859375,90.2490005493164,86.4000015258789,89.80000305175781,1430100,0,0
2021-10-25,89.86000061035156,91.0,88.97000122070312,90.11000061035156,1466600,0,0
2021-10-26,90.66999816894531,91.26000213623047,89.70999908447266,89.80000305175781,1429300,0,0
2021-10-27,89.66000366210938,90.0250015258789,86.54000091552734,87.37000274658203,951400,0,0
2021-10-28,87.5999984741211,89.01000213623047,87.4000015258789,88.41999816894531,1055900,0,0
2021-10-29,88.18000030517578,88.27999877929688,86.1500015258789,87.01000213623047,1015000,0,0
2021-11-01,87.5999984741211,88.0999984741211,85.31999969482422,86.26000213623047,1583100,0,0
2021-11-02,85.68000030517578,86.9000015258789,83.87000274658203,86.66000366210938,2134900,0,0
2021-11-03,87.03500366210938,88.95999908447266,86.51000213623047,88.30000305175781,1135100,0,0
2021-11-04,88.56999969482422,88.80999755859375,86.1719970703125,87.54000091552734,1608900,0,0
2021-11-05,88.94999694824219,89.26000213623047,86.7699966430664,87.23999786376953,1120100,0,0
2021-11-08,87.79000091552734,88.36000061035156,86.69999694824219,87.27999877929688,843000,0,0
2021-11-09,86.5999984741211,87.4800033569336,86.26000213623047,86.44000244140625,1693600,0,0
2021-11-10,85.83000183105469,86.25,83.80999755859375,84.05000305175781,2202400,0,0
2021-11-11,84.77999877929688,85.5199966430664,84.36499786376953,85.0199966430664,610300,0,0
2021-11-12,84.94999694824219,85.48999786376953,84.30999755859375,85.12999725341797,668900,0,0
