1634565335.0,0.0
1634577627.0,0.0
1634578432.0,0.0
1634583059.0,0.0
1634603218.0,0.0
1634632046.0,0.0
1634656545.0,0.0
1634666361.0,0.0
1634673098.0,0.0
1634918742.0,0.0
1634925011.0,0.0
1634951749.0,0.0
1635278969.0,0.0
1635282154.0,0.0
1635283188.0,0.0
1635283990.0,0.0
1635289892.0,0.0
1635297107.0,0.0
1635484036.0,0.0
1635487311.0,0.0
1635487443.0,0.0
1635487596.0,0.0
1635488376.0,0.0
1635489024.0,0.0
1635489401.0,0.0
1635494182.0,0.0
1635499761.0,0.0
1635499820.0,0.0
1635500736.0,0.0
1635501747.0,0.0
1635502463.0,0.0
1635504994.0,0.0
1635505207.0,0.0
1635506771.0,0.0
1635507516.0,0.0
1635507856.0,0.0
1635509812.0,0.0
1635510573.0,0.0
1635510658.0,0.0
1635511163.0,0.0
1635511351.0,0.0
1635511829.0,0.0
1635511899.0,0.0
1635512679.0,0.0
1635512841.0,0.0
1635513167.0,0.0
1635514529.0,0.0
1635514794.0,0.0
1635515799.0,0.0
1635516102.0,0.0
1635516260.0,0.0
1635516305.0,0.0
1635517150.0,0.0
1635517448.0,0.0
1635517563.0,0.0
1635518029.0,0.0
1635519741.0,0.0
1635521670.0,0.0
1635522392.0,0.0
1635522810.0,0.0
1635523791.0,0.0
1635525049.0,0.0
1635530565.0,0.0
1635535553.0,0.0
1635535576.0,0.0
1635542842.0,0.0
1635562002.0,0.0
1635564096.0,0.0
1635617413.0,520.0
1635939567.0,0.0
1635950655.0,0.0
1635953457.0,0.0
1635956082.0,0.0
1635959718.0,0.0
1635963215.0,0.0
1635964032.0,0.0
1635987363.0,0.0
1636011455.0,0.0
1636237720.0,0.0
1636331282.0,0.0
1636425936.0,0.0
1636425973.0,0.0
1636426000.0,0.0
1636426056.0,0.0
1636426146.0,0.0
1636426168.0,0.0
1636426241.0,0.0
1636426607.0,0.0
1636426696.0,0.0
1636426714.0,30.0
1636426875.0,40.0
1636427361.0,0.0
1636427392.0,0.0
1636428198.0,0.0
1636428260.0,0.0
1636428343.0,0.0
1636428406.0,30.0
1636429417.0,10.0
1636430884.0,50.0
1636438297.0,40.0
1636460055.0,10.0
1636461545.0,10.0
1636463952.0,0.0
1636464941.0,0.0
1636465408.0,0.0
1636466356.0,0.0
1636466921.0,20.0
1636467278.0,0.0
1636468571.0,0.0
1636468716.0,0.0
1636469491.0,0.0
1636469746.0,0.0
1636470696.0,0.0
1636476323.0,0.0
1636476393.0,0.0
1636480978.0,0.0
1636485494.0,30.0
1636494182.0,0.0
1636506387.0,140.0
1636572840.0,260.0
1636665920.0,10.0
1636671145.0,10.0
1636677864.0,20.0
