1635198320.0,181.0
1635204744.0,10.0
1635208545.0,10.0
1635210027.0,10.0
1635220342.0,10.0
1635227615.0,10.0
1635228677.0,10.0
1635230455.0,10.0
1635335957.0,10.0
1635500383.0,294.0
1635501868.0,10.0
1635562002.0,10.0
1635564096.0,10.0
1635822865.0,10.0
1635938561.0,162.0
1635959718.0,10.0
1636030673.0,10.0
1636031404.0,10.0
1636032578.0,10.0
1636032842.0,10.0
1636032929.0,10.0
1636033053.0,10.0
1636034824.0,10.0
1636038938.0,10.0
1636039197.0,10.0
1636046029.0,10.0
1636049465.0,10.0
1636049772.0,10.0
1636050269.0,10.0
1636076674.0,10.0
1636225043.0,10.0
1636293587.0,10.0
1636491113.0,10.0
1636491398.0,10.0
1636494576.0,10.0
1636496611.0,10.0
1636504665.0,10.0
1636507280.0,10.0
1636513392.0,10.0
1636513626.0,10.0
1636514410.0,10.0
1636523263.0,10.0
1636533773.0,10.0
1636537229.0,10.0
1636548521.0,10.0
1636550714.0,10.0
1636559275.0,10.0
1636559661.0,10.0
1636561974.0,10.0
1636564133.0,10.0
