Date,Count
2021-10-16,20.0
2021-10-17,212.0
2021-10-18,30.0
2021-10-19,397.0
2021-10-20,50.0
2021-10-21,20.0
2021-10-22,270.0
2021-10-23,20.0
2021-10-25,20.0
2021-10-26,40.0
2021-10-29,20.0
2021-10-31,40.0
2021-11-01,20.0
2021-11-02,20.0
2021-11-03,20.0
2021-11-08,20.0
2021-11-12,20.0
