Date,Count
2021-10-16,20.0
2021-10-19,60.0
2021-10-20,40.0
2021-10-22,20.0
2021-10-23,30.0
2021-10-24,20.0
2021-10-25,20.0
2021-10-26,60.0
2021-10-28,20.0
2021-10-29,50.0
2021-10-30,180.0
2021-10-31,80.0
2021-11-01,182.0
2021-11-03,30.0
2021-11-04,100.0
2021-11-05,40.0
2021-11-06,20.0
2021-11-08,480.0
2021-11-11,348.0
2021-11-12,60.0
2021-11-13,40.0
