Date,Count
2021-10-15,288.0
2021-10-16,30.0
2021-10-17,30.0
2021-10-18,20.0
2021-10-19,30.0
2021-10-20,60.0
2021-10-21,20.0
2021-10-23,30.0
2021-10-25,20.0
2021-10-26,212.0
2021-10-29,20.0
2021-10-30,20.0
2021-10-31,20.0
2021-11-01,20.0
2021-11-02,20.0
2021-11-04,20.0
2021-11-06,20.0
2021-11-07,20.0
2021-11-09,20.0
