Date,Count
2021-10-15,20.0
2021-10-16,50.0
2021-10-17,20.0
2021-10-18,100.0
2021-10-19,30.0
2021-10-20,60.0
2021-10-21,40.0
2021-10-22,30.0
2021-10-23,20.0
2021-10-24,20.0
2021-10-25,70.0
2021-10-26,50.0
2021-10-27,50.0
2021-10-28,20.0
2021-10-29,90.0
2021-10-30,30.0
2021-10-31,30.0
2021-11-01,50.0
2021-11-02,80.0
2021-11-03,20.0
2021-11-04,40.0
2021-11-07,20.0
2021-11-08,170.0
2021-11-09,80.0
2021-11-10,80.0
2021-11-11,20.0
2021-11-12,50.0
2021-11-13,40.0
