Date,Count
2021-10-15,80.0
2021-10-16,20.0
2021-10-17,20.0
2021-10-18,60.0
2021-10-19,20.0
2021-10-22,20.0
2021-10-24,20.0
2021-10-25,40.0
2021-10-26,40.0
2021-10-27,50.0
2021-10-28,50.0
2021-10-29,80.0
2021-10-30,30.0
2021-11-01,50.0
2021-11-02,40.0
2021-11-03,30.0
2021-11-04,50.0
2021-11-05,60.0
2021-11-06,40.0
2021-11-07,30.0
2021-11-08,60.0
2021-11-09,90.0
2021-11-10,40.0
2021-11-11,20.0
2021-11-13,20.0
