Date,Count
2021-10-16,40.0
2021-10-19,80.0
2021-10-20,280.0
2021-10-21,20.0
2021-10-22,40.0
2021-10-23,20.0
2021-10-24,40.0
2021-10-25,70.0
2021-10-26,50.0
2021-10-27,140.0
2021-10-29,30.0
2021-10-30,40.0
2021-10-31,20.0
2021-11-01,20.0
2021-11-02,20.0
2021-11-03,40.0
2021-11-04,50.0
2021-11-07,20.0
2021-11-08,190.0
2021-11-09,80.0
2021-11-10,70.0
2021-11-11,90.0
2021-11-12,30.0
2021-11-13,20.0
