Date,Count
2021-10-15,40.0
2021-10-16,20.0
2021-10-17,30.0
2021-10-18,30.0
2021-10-19,30.0
2021-10-20,30.0
2021-10-21,20.0
2021-10-22,40.0
2021-10-23,30.0
2021-10-24,20.0
2021-10-25,40.0
2021-10-26,40.0
2021-10-27,40.0
2021-10-28,30.0
2021-10-29,40.0
2021-10-30,30.0
2021-10-31,20.0
2021-11-01,30.0
2021-11-02,30.0
2021-11-03,50.0
2021-11-04,20.0
2021-11-05,30.0
2021-11-06,30.0
2021-11-07,40.0
2021-11-08,60.0
2021-11-09,30.0
2021-11-10,30.0
2021-11-11,20.0
2021-11-12,30.0
2021-11-13,20.0
