Date,Count
2021-10-15,30.0
2021-10-16,70.0
2021-10-17,50.0
2021-10-18,60.0
2021-10-19,50.0
2021-10-20,30.0
2021-10-21,20.0
2021-10-22,30.0
2021-10-25,30.0
2021-10-26,30.0
2021-10-28,60.0
2021-10-29,120.0
2021-10-30,20.0
2021-10-31,20.0
2021-11-02,20.0
2021-11-07,20.0
2021-11-08,40.0
2021-11-09,40.0
2021-11-10,20.0
2021-11-11,20.0
2021-11-12,20.0
