Date,Count
2021-10-16,20.0
2021-10-17,212.0
2021-10-18,60.0
2021-10-19,132.0
2021-10-21,20.0
2021-10-22,30.0
2021-10-24,20.0
2021-10-25,20.0
2021-10-26,20.0
2021-10-29,20.0
2021-10-31,20.0
2021-11-03,40.0
2021-11-04,20.0
2021-11-07,20.0
2021-11-08,20.0
2021-11-11,30.0
2021-11-12,20.0
2021-11-13,20.0
