Date,Count
2021-10-20,30.0
2021-10-21,1139.0
2021-10-22,1527.0
2021-10-23,555.0
2021-10-24,346.0
2021-10-25,558.0
2021-10-26,175.0
2021-10-28,30.0
2021-10-29,20.0
2021-10-30,40.0
2021-10-31,60.0
2021-11-01,60.0
2021-11-02,70.0
2021-11-03,20.0
2021-11-05,20.0
2021-11-06,30.0
2021-11-07,20.0
2021-11-10,40.0
