Date,CloseToOpen
2021-10-13,0.13333638509114584
2021-10-14,-3.1872542001088555
2021-10-15,-3.703703461445328
2021-10-18,0.0
2021-10-19,0.14619520207019823
2021-10-20,1.3024624395845237
2021-10-21,1.8651379964724997
2021-10-22,0.1416463025904618
2021-10-25,1.5558649788744958
2021-10-26,-2.9166672737510275
2021-10-27,-1.7216626853841333
2021-10-28,1.171301970712843
2021-10-29,2.0378507373346286
2021-11-01,4.545457008456409
2021-11-02,3.8095267134884003
2021-11-03,4.635760209146456
2021-11-04,-3.061227592911475
2021-11-05,0.6451637514175907
2021-11-08,2.661603530263054
2021-11-09,-4.319370804620902
2021-11-10,-18.888884620901866
2021-11-11,-3.1825726475813054
2021-11-12,2.617802702759606
