Date,CloseToOpen
2021-10-13,0.600802105061044
2021-10-14,0.13227816081383742
2021-10-15,-1.5032711963619756
2021-10-18,1.2582753349891478
2021-10-19,0.06536097226908351
2021-10-20,0.6544527697467539
2021-10-21,1.1688331794449738
2021-10-22,0.12812593339882997
2021-10-25,0.3201036562176238
2021-10-26,-2.349205622597346
2021-10-27,-0.3893540982251137
2021-10-28,0.5844165897224869
2021-10-29,-0.32216616791303865
2021-11-01,1.4193565614761845
2021-11-02,-1.588310061215713
2021-11-03,0.38835223532312185
2021-11-04,0.06369572613583371
2021-11-05,2.187502384185791
2021-11-08,-2.020820117867839
2021-11-09,1.189728097723131
2021-11-10,-0.6199533746060107
2021-11-11,0.5597024441225728
2021-11-12,-1.6039437994575176
