Date,CloseToOpen
2021-10-13,2.023921521113183
2021-10-14,-1.6239280639375877
2021-10-15,0.6861057011403852
2021-10-18,-0.25706711889515643
2021-10-19,0.42918620061870133
2021-10-20,-1.531917490857713
2021-10-21,0.9623766731435307
2021-10-22,2.982457578640907
2021-10-25,-2.2708195960254964
2021-10-26,1.1063839526886636
2021-10-27,-5.193735436909805
2021-10-28,0.2597379435132519
2021-10-29,-1.6407563180923876
2021-11-01,1.865009181867721
2021-11-02,-0.7853416430044202
2021-11-03,-2.202643097776065
2021-11-04,1.5260329538126296
2021-11-05,-1.4072106334435721
2021-11-08,1.4769771756160976
2021-11-09,1.6891875564834549
2021-11-10,-0.8994248634054488
2021-11-11,0.8928621191263104
2021-11-12,-8.677687253157963
