Date,CloseToOpen
2021-10-13,-0.45662275439087724
2021-10-14,0.36264698840798315
2021-10-15,2.0683498046554383
2021-10-18,-1.218445539053414
2021-10-19,-0.5244708753771836
2021-10-20,2.477873701283375
2021-10-21,-1.2163365815706322
2021-10-22,0.4385981790174073
2021-10-25,0.8635611582778177
2021-10-26,-3.4934465082401207
2021-10-27,-0.7339442798699993
2021-10-28,0.3696854249650437
2021-10-29,-1.9354841545040233
2021-11-01,0.0
2021-11-02,0.28115963220884377
2021-11-03,1.557337967857351
2021-11-04,-2.4861833575044994
2021-11-05,0.8419097859745993
2021-11-08,0.9276473464453823
2021-11-09,-0.6427974866084951
2021-11-10,-2.578266499290672
2021-11-11,1.694918146096621
2021-11-12,-1.3023287750953851
