Date,CloseToOpen
2021-10-13,0.07527069586421603
2021-10-14,0.3470327194366165
2021-10-15,2.3417630916536534
2021-10-18,2.150765775226185
2021-10-19,-1.511060513364955
2021-10-20,0.05200349219707807
2021-10-21,4.439252336448598
2021-10-22,1.5834721022647962
2021-10-25,7.819843010080467
2021-10-26,-0.61091150381332
2021-10-27,-0.17313821527681156
2021-10-28,0.8171766612626999
2021-10-29,2.970810925962221
2021-11-01,5.553708805267467
2021-11-02,1.090257970616828
2021-11-03,3.10278602094604
2021-11-04,-0.3645466154194397
2021-11-05,-0.48127314166836316
2021-11-08,1.1436785758269385
2021-11-09,-12.789705070588283
2021-11-10,5.694715962499027
2021-11-11,-3.5601266873679696
2021-11-12,-1.3441485493735084
