Date,CloseToOpen
2021-10-13,-2.3406999609787325
2021-10-14,1.508694638486107
2021-10-15,-0.8983018478028879
2021-10-18,0.557926091647264
2021-10-19,-0.8444307279988498
2021-10-20,0.7570818167828915
2021-10-21,-2.765887814868743
2021-10-22,-1.3851346017845931
2021-10-25,-0.4734507646036456
2021-10-26,-2.1628907953637246
2021-10-27,-2.9513836688832016
2021-10-28,1.428060033065704
2021-10-29,-0.6030509864253458
2021-11-01,1.989340936167374
2021-11-02,3.2190345652549657
2021-11-03,2.3769060694616746
2021-11-04,-2.574253461837846
2021-11-05,1.2437858450770285
2021-11-08,-3.9939477316055223
2021-11-09,-0.2842708560380669
2021-11-10,-0.15949328166112928
2021-11-11,1.7593448548057122
2021-11-12,2.3772783954103973
