Date,CloseToOpen
2021-10-13,-2.1799854832532866
2021-10-14,-0.7386424164632793
2021-10-15,0.4537715684302736
2021-10-18,0.3941424207325357
2021-10-19,-0.7808108603769763
2021-10-20,1.1242206031381299
2021-10-21,-0.22222730848524305
2021-10-22,12.417909992274954
2021-10-25,4.794519859640039
2021-10-26,-1.0983585280144559
2021-10-27,-3.7354860730328725
2021-10-28,0.3134868088003514
2021-10-29,-2.2727299596382973
2021-11-01,-0.4186285774513272
2021-11-02,-1.4047791886622907
2021-11-03,-0.26426657959263994
2021-11-04,-1.0058159494335508
2021-11-05,1.270512328601143
2021-11-08,0.8722425771695748
2021-11-09,-0.453858562451625
2021-11-10,0.0
2021-11-11,1.475831659833052
2021-11-12,4.0100210850451825
