Date,CloseToOpen
2021-10-13,3.230507239623489
2021-10-14,0.038097151889142936
2021-10-15,-0.3913050112516984
2021-10-18,1.6836130916971972
2021-10-19,-1.1640891809545064
2021-10-20,-0.9713935173117605
2021-10-21,-1.6241675550622854
2021-10-22,-4.6603047542478295
2021-10-25,2.6856351675913475
2021-10-26,2.584215339043761
2021-10-27,-3.605558607313368
2021-10-28,4.390273053567966
2021-10-29,0.38290955505200225
2021-11-01,9.620335109861108
2021-11-02,3.832455056801577
2021-11-03,2.02336534161434
2021-11-04,-1.8738755234726914
2021-11-05,-3.349347085791891
2021-11-08,2.8894114774816173
2021-11-09,-6.936934187605575
2021-11-10,-1.4496302921848303
2021-11-11,2.160003662109375
2021-11-12,-0.019784944223592667
