Date,CloseToOpen
2021-10-13,0.22632767040497884
2021-10-14,0.0
2021-10-15,0.20091435680650688
2021-10-18,1.67834715404735
2021-10-19,-0.6553806815064617
2021-10-20,3.305176767022299
2021-10-21,1.0998807137307518
2021-10-22,-3.6893205583289084
2021-10-25,4.452996735871814
2021-10-26,-6.742554425576724
2021-10-27,0.5296987818082675
2021-10-28,0.6180967125440165
2021-10-29,0.2417275401004277
2021-11-01,4.421012447160693
2021-11-02,-12.50212991045746
2021-11-03,4.003054375652719
2021-11-04,2.2533194729659063
2021-11-05,5.960496245380322
2021-11-08,-4.939613426694374
2021-11-09,-1.2258037444083922
2021-11-10,-1.6401618099006687
2021-11-11,0.25307526577215117
2021-11-12,-0.13463146890373223
